hsa-mir-16-1,hsa-mir-216a,0.0500000
hsa-mir-95,hsa-mir-34c,0.0500000
hsa-mir-15b,hsa-mir-21,0.0500000
hsa-mir-196a-1,hsa-mir-96,0.0500000
hsa-mir-95,hsa-mir-128-2,0.0500000
hsa-mir-95,hsa-mir-25,0.0500000
hsa-mir-95,hsa-mir-145,0.0500000
hsa-mir-15b,hsa-mir-155,0.0500000
hsa-mir-196a-1,hsa-mir-26a-1,0.0500000
hsa-mir-196a-1,hsa-mir-155,0.0500000
hsa-mir-95,hsa-mir-26a-2,0.0500000
hsa-mir-15b,hsa-mir-107,0.0500000
hsa-mir-15b,hsa-mir-181b-2,0.0500000
hsa-mir-196a-1,hsa-mir-375,0.0500000
hsa-mir-95,hsa-mir-99b,0.0500000
hsa-mir-95,hsa-mir-10a,0.0500000
hsa-mir-95,hsa-mir-92a-2,0.0500000
hsa-mir-107,hsa-mir-95,0.0500000
hsa-mir-95,hsa-mir-107,0.0500000
hsa-mir-95,hsa-mir-29a,0.0500000
hsa-mir-210,hsa-mir-34c,0.0500000
hsa-mir-95,hsa-mir-23a,0.0500000
hsa-mir-95,hsa-mir-220a,0.0500000
hsa-mir-95,hsa-mir-93,0.0500000
hsa-mir-95,hsa-mir-125a,0.0500000
hsa-mir-141,hsa-mir-125b-1,0.0500000
hsa-mir-95,hsa-mir-106a,0.0500000
hsa-mir-95,hsa-mir-125b-2,0.0500000
hsa-mir-301a,hsa-mir-30e,0.0500000
hsa-mir-95,hsa-mir-194-1,0.0500000
hsa-mir-95,hsa-mir-192,0.0500000
hsa-mir-125b-1,hsa-mir-148a,0.0500000
hsa-mir-301a,hsa-mir-93,0.0500000
hsa-mir-181a-1,hsa-mir-186,0.0500000
hsa-mir-95,hsa-mir-30e,0.0500000
hsa-mir-200b,hsa-mir-103-1,0.0500000
hsa-mir-200b,hsa-mir-339,0.0500000
hsa-mir-24-1,hsa-mir-200b,0.0500000
hsa-mir-223,hsa-mir-186,0.0500000
hsa-mir-222,hsa-mir-34c,0.0500000
hsa-mir-143,hsa-mir-186,0.0500000
hsa-mir-152,hsa-mir-196a-2,0.0500000
hsa-mir-200b,hsa-mir-24-1,0.0500000
hsa-mir-217,hsa-mir-186,0.0500000
hsa-mir-142,hsa-mir-223,0.0500000
hsa-mir-16-1,hsa-mir-190,0.0500000
hsa-let-7f-1,hsa-mir-26a-2,0.0500000
hsa-mir-301a,hsa-mir-27a,0.0500000
hsa-mir-301a,hsa-mir-96,0.0500000
hsa-mir-186,hsa-mir-16-1,0.0500000
hsa-mir-146a,hsa-mir-301a,0.0500000
hsa-mir-186,hsa-mir-130b,0.0500000
hsa-mir-148a,hsa-mir-138-2,0.0500000
hsa-mir-212,hsa-mir-103-2,0.0500000
hsa-mir-301a,hsa-mir-182,0.0500000
hsa-mir-27a,hsa-mir-301a,0.0500000
hsa-mir-217,hsa-mir-139,0.0500000
hsa-mir-32,hsa-mir-301a,0.0500000
hsa-mir-217,hsa-mir-367,0.0500000
hsa-mir-301a,hsa-mir-29b-2,0.0500000
hsa-mir-217,hsa-mir-27b,0.0500000
hsa-mir-141,hsa-mir-220a,0.0500000
hsa-mir-196a-2,hsa-mir-24-2,0.0500000
hsa-mir-217,hsa-mir-182,0.0500000
hsa-mir-217,hsa-mir-29b-2,0.0500000
hsa-mir-217,hsa-mir-132,0.0500000
hsa-mir-194-1,hsa-mir-148b,0.0500000
hsa-mir-301a,hsa-mir-29b-1,0.0500000
hsa-mir-342,hsa-mir-424,0.0500000
hsa-mir-205,hsa-mir-190,0.0500000
hsa-mir-301a,hsa-mir-197,0.0500000
hsa-mir-140,hsa-mir-217,0.0500000
hsa-mir-301a,hsa-mir-372,0.0500000
hsa-mir-301a,hsa-mir-376c,0.0500000
hsa-mir-23b,hsa-mir-130b,0.0500000
hsa-mir-200b,hsa-mir-375,0.0500000
hsa-mir-301a,hsa-mir-140,0.0500000
hsa-mir-223,hsa-mir-219-1,0.0500000
hsa-mir-217,hsa-mir-130a,0.0500000
hsa-mir-217,hsa-mir-372,0.0500000
hsa-mir-181b-1,hsa-mir-196b,0.0500000
hsa-mir-217,hsa-mir-140,0.0500000
hsa-mir-128-1,hsa-mir-424,0.0500000
hsa-mir-301a,hsa-mir-32,0.0500000
hsa-mir-301a,hsa-mir-375,0.0500000
hsa-mir-219-1,hsa-mir-29c,0.0500000
hsa-mir-133a-1,hsa-mir-424,0.0500000
hsa-mir-155,hsa-mir-200a,0.0500000
hsa-mir-212,hsa-mir-23b,0.0500000
hsa-mir-424,hsa-mir-27a,0.0500000
hsa-mir-223,hsa-mir-34c,0.0500000
hsa-mir-424,hsa-mir-17,0.0500000
hsa-mir-186,hsa-mir-107,0.0500000
hsa-mir-345,hsa-mir-148b,0.0500000
hsa-mir-148a,hsa-mir-218-2,0.0500000
hsa-mir-99b,hsa-mir-424,0.0500000
hsa-mir-95,hsa-mir-18a,0.0500000
hsa-mir-30d,hsa-mir-424,0.0500000
hsa-mir-200b,hsa-mir-139,0.0500000
hsa-mir-212,hsa-mir-133a-1,0.0500000
hsa-mir-196b,hsa-mir-99b,0.0500000
hsa-mir-190,hsa-mir-301a,0.0500000
hsa-mir-212,hsa-mir-146a,0.0500000
hsa-mir-181b-2,hsa-mir-203,0.0500000
hsa-mir-424,hsa-mir-27b,0.0500000
hsa-mir-142,hsa-mir-342,0.0500000
hsa-mir-26b,hsa-mir-196a-2,0.0500000
hsa-mir-130b,hsa-mir-30b,0.0500000
hsa-mir-186,hsa-mir-106a,0.0500000
hsa-mir-217,hsa-mir-218-2,0.0500000
hsa-mir-200b,hsa-mir-218-2,0.0500000
hsa-mir-141,hsa-mir-152,0.0500000
hsa-mir-196a-2,hsa-mir-27a,0.0500000
hsa-mir-424,hsa-mir-132,0.0500000
hsa-mir-342,hsa-mir-96,0.0500000
hsa-mir-424,hsa-mir-30c-2,0.0500000
